,time+0(UTC),time_+8(cn/home),time_+9(jp),time_-5(ca),cn2cahome_Loss_Rate,cn2cahome_RTT_Min,cn2cahome_RTT_Max,cn2cahome_RTT_Avg,cn2cahome_RTT_stddev,cn2cahome_stddev/Avg,cn2cahome_Distance(est)(km),cn2cahome_Avg/Distance,cn2cahome_Number_of_Hops,cn2ca_Loss_Rate,cn2ca_RTT_Min,cn2ca_RTT_Max,cn2ca_RTT_Avg,cn2ca_RTT_stddev,cn2ca_stddev/Avg,cn2ca_Distance(est)(km),cn2ca_Avg/Distance,cn2ca_Number_of_Hops,cn2jp_Loss_Rate,cn2jp_RTT_Min,cn2jp_RTT_Max,cn2jp_RTT_Avg,cn2jp_RTT_stddev,cn2jp_stddev/Avg,cn2jp_Distance(est)(km),cn2jp_Avg/Distance,cn2jp_Number_of_Hops,ca2jp_Loss_Rate,ca2jp_RTT_Min,ca2jp_RTT_Max,ca2jp_RTT_Avg,ca2jp_RTT_stddev,ca2jp_stddev/Avg,ca2jp_Distance(est)(km),ca2jp_Avg/Distance,ca2jp_Number_of_Hops,ca2cahome_Loss_Rate,ca2cahome_RTT_Min,ca2cahome_RTT_Max,ca2cahome_RTT_Avg,ca2cahome_RTT_stddev,ca2cahome_stddev/Avg,ca2cahome_Distance(est)(km),ca2cahome_Avg/Distance,ca2cahome_Number_of_Hops,jp2cahome_Loss_Rate,jp2cahome_RTT_Min,jp2cahome_RTT_Max,jp2cahome_RTT_Avg,jp2cahome_RTT_stddev,jp2cahome_stddev/Avg,jp2cahome_Distance(est)(km),jp2cahome_Avg/Distance,jp2cahome_Number_of_Hops,home2ca_Loss_Rate,home2ca_RTT_Min,home2ca_RTT_Max,home2ca_RTT_Avg,home2ca_RTT_stddev,home2ca_stddev/Avg,home2ca_Distance(est)(km),home2ca_Avg/Distance,home2ca_Number_of_Hops,home2cn_Loss_Rate,home2cn_RTT_Min,home2cn_RTT_Max,home2cn_RTT_Avg,home2cn_RTT_stddev,home2cn_stddev/Avg,home2cn_Distance(est)(km),home2cn_Avg/Distance,home2cn_Number_of_Hops,home2jp_Loss_Rate,home2jp_RTT_Min,home2jp_RTT_Max,home2jp_RTT_Avg,home2jp_RTT_stddev,home2jp_stddev/Avg,home2jp_Distance(est)(km),home2jp_Avg/Distance,home2jp_Number_of_Hops,home2cahome_Loss_Rate,home2cahome_RTT_Min,home2cahome_RTT_Max,home2cahome_RTT_Avg,home2cahome_RTT_stddev,home2cahome_stddev/Avg,home2cahome_Distance(est)(km),home2cahome_Avg/Distance,home2cahome_Number_of_Hops
202010230100,202010221700,202010230100,,,0.5,198.451,201.364,199.196,0.819,0.004,9186,0.022,17,0.25,234.097,235.905,234.696,0.571,0.002,11559,0.020,25,0.15,88.687,107.010,92.144,4.890,0.053,1920,0.048,17,0.0,159.811,171.781,160.958,2.594,0.016,10346,0.016,8,0.0,56.815,62.690,58.453,1.725,0.030,3360,0.017,8,0.0,107.297,108.772,107.850,0.535,0.005,7548,0.014,9,0.25,261.504,275.740,266.556,4.127,0.015,11644,0.023,30,0.0,27.025,29.722,29.207,0.557,0.019,566,0.052,,0.20,294.396,306.652,298.435,3.667,0.012,2432,0.123,19,0.0,231.862,3810.681,448.549,771.404,1.720,9478,0.047,17
202010230110,202010221710,202010230110,,,0.0,198.148,203.729,199.328,1.122,0.006,9186,0.022,17,0.15,233.131,236.202,234.608,0.726,0.003,11559,0.020,25,0.10,88.834,106.981,93.832,5.160,0.055,1920,0.049,17,0.0,160.008,163.432,160.380,0.741,0.005,10346,0.016,8,0.0,56.811,70.298,58.675,2.997,0.051,3360,0.017,8,0.0,107.369,111.948,108.191,1.108,0.010,7548,0.014,10,0.20,262.394,283.404,267.449,5.295,0.020,11644,0.023,25,0.0,27.927,32.915,29.323,0.910,0.031,566,0.052,,0.15,291.468,305.539,297.937,3.894,0.013,2432,0.123,18,0.0,232.593,278.780,260.468,13.577,0.052,9478,0.027,16
202010230120,202010221720,202010230120,,,0.10,198.361,201.343,199.127,0.675,0.003,9186,0.022,17,0.15,228.604,235.718,233.503,2.432,0.010,11559,0.020,23,0.10,88.573,109.427,97.107,6.247,0.064,1920,0.051,17,0.0,160.014,162.191,160.407,0.615,0.004,10346,0.016,8,0.0,56.876,60.491,57.575,0.755,0.013,3360,0.017,8,0.0,107.310,109.953,108.076,0.726,0.007,7548,0.014,10,0.10,260.895,277.305,266.616,4.177,0.016,11644,0.023,30,0.0,27.348,32.285,29.376,1.017,0.035,566,0.052,,0.15,294.219,306.538,299.741,3.733,0.012,2432,0.123,30,0.0,229.385,273.629,253.041,12.536,0.050,9478,0.027,17
202010230130,202010221730,202010230130,,,0.5,200.780,206.409,202.268,1.722,0.009,9186,0.022,17,0.0,228.553,242.585,232.555,3.716,0.016,11559,0.020,22,0.20,83.631,90.598,87.763,1.901,0.022,1920,0.046,17,0.0,160.030,161.995,160.443,0.517,0.003,10346,0.016,8,0.0,56.957,62.867,58.039,1.324,0.023,3360,0.017,8,0.0,107.340,112.332,108.492,1.327,0.012,7548,0.014,9,0.30,259.948,286.088,268.708,7.383,0.027,11644,0.023,26,0.0,29.722,43.370,31.358,2.772,0.088,566,0.055,,0.0,291.546,303.748,297.881,3.669,0.012,2432,0.122,21,0.0,230.055,266.290,242.857,9.315,0.038,9478,0.026,16
202010230140,202010221740,202010230140,,,0.10,184.473,199.033,193.567,5.581,0.029,9186,0.021,17,0.5,220.574,235.759,229.003,4.794,0.021,11559,0.020,25,0.10,85.033,104.981,91.761,4.632,0.050,1920,0.048,17,0.0,159.832,162.722,160.223,0.702,0.004,10346,0.015,9,0.0,57.122,62.921,58.048,1.417,0.024,3360,0.017,9,0.0,106.930,111.109,108.264,0.915,0.008,7548,0.014,9,0.30,252.196,3882.536,521.232,932.267,1.789,11644,0.045,25,0.0,29.009,31.333,30.605,0.545,0.018,566,0.054,,0.25,290.184,303.817,295.406,3.604,0.012,2432,0.121,19,0.0,228.890,259.994,239.797,8.908,0.037,9478,0.025,17
202010230150,202010221750,202010230150,,,0.0,184.571,202.860,193.509,6.555,0.034,9186,0.021,17,0.0,215.292,233.690,224.165,5.669,0.025,11559,0.019,23,0.0,42.939,69.826,55.235,6.502,0.118,1920,0.029,17,0.0,159.798,165.335,160.670,1.570,0.010,10346,0.016,8,0.0,56.606,61.734,57.923,1.266,0.022,3360,0.017,9,0.0,107.390,108.553,107.895,0.567,0.005,7548,0.014,9,0.10,253.874,269.504,260.421,4.294,0.016,11644,0.022,26,0.0,29.603,31.197,30.805,0.348,0.011,566,0.054,,0.15,288.359,299.913,291.800,2.759,0.009,2432,0.120,24,0.0,228.551,252.189,236.572,6.561,0.028,9478,0.025,17
202010230200,202010221800,202010230200,,,0.0,184.343,200.343,192.515,6.149,0.032,9186,0.021,17,0.0,237.414,253.912,245.441,5.311,0.022,11559,0.021,24,0.10,36.966,57.043,45.074,5.637,0.125,1920,0.023,17,0.0,159.624,163.192,160.140,0.834,0.005,10346,0.015,8,0.0,56.718,65.087,57.980,1.907,0.033,3360,0.017,8,0.0,107.092,109.371,107.914,0.668,0.006,7548,0.014,9,0.0,244.407,264.669,256.637,4.410,0.017,11644,0.022,25,0.0,28.023,32.153,30.672,0.715,0.023,566,0.054,,0.5,281.962,300.278,290.256,4.428,0.015,2432,0.119,22,0.0,228.443,240.559,232.661,3.369,0.014,9478,0.025,16
202010230210,202010221810,202010230210,,,0.0,184.974,199.193,191.942,5.535,0.029,9186,0.021,17,0.5,232.954,253.332,244.888,6.673,0.027,11559,0.021,25,0.5,41.765,62.310,50.748,6.171,0.122,1920,0.026,17,0.0,160.028,161.901,160.536,0.542,0.003,10346,0.016,8,0.0,56.982,62.742,58.458,1.881,0.032,3360,0.017,9,0.0,107.403,111.936,108.555,1.496,0.014,7548,0.014,10,0.10,250.023,262.502,256.015,3.578,0.014,11644,0.022,30,0.0,30.028,31.194,30.732,0.349,0.011,566,0.054,,0.0,281.504,297.185,290.550,4.552,0.016,2432,0.119,24,0.0,228.759,240.762,233.612,3.703,0.016,9478,0.025,17
202010230220,202010221820,202010230220,,,0.0,186.111,198.961,195.217,3.539,0.018,9186,0.021,17,0.0,218.862,229.974,222.325,2.671,0.012,11559,0.019,24,0.0,35.507,44.861,38.827,3.129,0.081,1920,0.020,17,0.0,160.070,161.338,160.365,0.411,0.003,10346,0.016,8,0.0,57.028,64.081,58.467,1.795,0.031,3360,0.017,8,0.0,107.396,115.596,108.505,1.902,0.018,7548,0.014,9,0.0,219.776,262.118,252.382,8.921,0.035,11644,0.022,28,0.0,30.204,31.253,30.801,0.328,0.011,566,0.054,,0.5,283.749,297.466,289.542,3.760,0.013,2432,0.119,19,0.0,228.789,3815.727,411.997,780.880,1.895,9478,0.043,17
202010230230,202010221830,202010230230,,,0.0,184.873,198.535,192.808,3.885,0.020,9186,0.021,17,0.0,214.596,221.637,218.754,2.029,0.009,11559,0.019,25,0.0,53.644,78.027,63.403,6.407,0.101,1920,0.033,17,0.0,159.779,162.318,160.080,0.565,0.004,10346,0.015,9,0.0,56.698,64.770,58.488,2.171,0.037,3360,0.017,8,0.0,107.274,115.409,108.286,1.724,0.016,7548,0.014,9,0.0,242.384,258.307,250.640,4.220,0.017,11644,0.022,26,0.0,29.373,32.956,30.723,0.669,0.022,566,0.054,,0.0,267.659,293.607,282.576,6.415,0.023,2432,0.116,18,0.0,228.742,243.011,233.102,4.198,0.018,9478,0.025,17
202010230240,202010221840,202010230240,,,0.0,184.489,189.818,185.391,1.287,0.007,9186,0.020,17,0.0,214.473,222.185,218.655,2.442,0.011,11559,0.019,25,0.0,35.620,53.729,42.796,5.489,0.128,1920,0.022,17,0.0,160.030,161.225,160.262,0.264,0.002,10346,0.015,8,0.0,56.796,62.151,58.004,1.431,0.025,3360,0.017,8,0.0,107.246,113.494,108.547,1.611,0.015,7548,0.014,9,0.20,221.346,256.920,242.295,8.509,0.035,11644,0.021,26,0.0,28.823,31.110,30.681,0.473,0.015,566,0.054,,0.0,253.043,283.183,269.066,8.246,0.031,2432,0.111,23,0.0,226.504,243.656,233.477,4.291,0.018,9478,0.025,17
202010230250,202010221850,202010230250,,,0.0,184.498,189.686,185.532,1.701,0.009,9186,0.020,17,0.0,214.305,222.915,217.319,2.568,0.012,11559,0.019,25,0.0,35.517,55.814,38.954,5.249,0.135,1920,0.020,17,0.0,160.289,162.764,160.803,0.673,0.004,10346,0.016,8,0.0,56.989,99.368,59.978,9.084,0.151,3360,0.018,8,0.0,107.277,109.123,107.903,0.562,0.005,7548,0.014,9,0.5,218.061,257.766,233.502,12.207,0.052,11644,0.020,27,0.0,30.114,31.181,30.618,0.411,0.013,566,0.054,,0.0,250.638,7425.082,626.226,1559.798,2.491,2432,0.257,22,0.0,226.791,3818.285,412.389,781.376,1.895,9478,0.044,17
202010230300,202010221900,202010230300,,,0.0,184.142,187.710,185.112,0.698,0.004,9186,0.020,17,0.0,214.322,227.229,219.217,2.913,0.013,11559,0.019,22,0.0,35.440,38.726,35.841,0.703,0.020,1920,0.019,17,0.0,160.252,165.672,160.665,1.154,0.007,10346,0.016,8,0.0,56.846,60.929,57.897,1.132,0.020,3360,0.017,8,0.0,107.326,112.691,108.143,1.398,0.013,7548,0.014,9,0.5,217.067,230.874,222.717,3.223,0.014,11644,0.019,28,0.0,29.954,30.923,30.642,0.267,0.009,566,0.054,,0.0,250.615,264.813,254.674,3.956,0.016,2432,0.105,19,0.0,227.954,239.906,232.128,3.057,0.013,9478,0.024,16
202010230310,202010221910,202010230310,,,0.0,184.273,185.505,184.771,0.384,0.002,9186,0.020,17,0.0,214.268,222.381,217.808,2.546,0.012,11559,0.019,22,0.0,35.456,38.320,35.861,0.645,0.018,1920,0.019,17,0.0,160.000,165.749,160.684,1.246,0.008,10346,0.016,8,0.0,56.834,62.584,57.707,1.237,0.021,3360,0.017,8,0.0,107.320,121.778,108.901,3.308,0.030,7548,0.014,10,0.15,217.393,230.613,222.299,5.141,0.023,11644,0.019,26,0.0,24.879,26.005,25.540,0.357,0.014,566,0.045,,0.0,252.759,263.600,257.071,3.895,0.015,2432,0.106,19,0.0,232.600,245.239,238.783,5.071,0.021,9478,0.025,16
202010230320,202010221920,202010230320,,,0.0,184.445,195.960,185.994,2.720,0.015,9186,0.020,17,0.0,214.149,220.928,217.826,2.455,0.011,11559,0.019,25,0.0,35.457,35.845,35.578,0.107,0.003,1920,0.019,17,0.0,160.050,162.008,160.447,0.495,0.003,10346,0.016,8,0.0,57.029,63.639,58.863,2.192,0.037,3360,0.018,8,0.0,107.254,113.068,108.913,1.937,0.018,7548,0.014,9,0.5,216.022,240.764,224.877,7.300,0.032,11644,0.019,29,0.0,22.659,25.391,24.814,0.574,0.023,566,0.044,,0.0,252.925,3869.610,437.834,787.311,1.798,2432,0.180,19,0.0,232.083,248.037,239.159,5.212,0.022,9478,0.025,17
202010230330,202010221930,202010230330,,,0.0,184.427,190.973,186.290,2.010,0.011,9186,0.020,17,0.0,214.165,220.147,217.928,2.269,0.010,11559,0.019,22,0.0,35.436,35.798,35.535,0.075,0.002,1920,0.019,17,0.0,160.066,166.210,160.551,1.325,0.008,10346,0.016,8,0.0,56.877,64.925,58.740,2.324,0.040,3360,0.017,9,0.0,107.341,117.731,108.719,2.558,0.024,7548,0.014,9,0.0,217.381,229.024,222.436,4.898,0.022,11644,0.019,25,0.0,24.019,24.951,24.735,0.191,0.008,566,0.044,,0.0,252.823,261.048,255.905,3.645,0.014,2432,0.105,22,0.0,232.392,246.571,237.854,5.186,0.022,9478,0.025,16
202010230340,202010221940,202010230340,,,0.0,184.029,190.468,185.785,1.706,0.009,9186,0.020,17,0.0,214.273,220.939,217.507,2.320,0.011,11559,0.019,24,0.0,35.440,36.282,35.570,0.185,0.005,1920,0.019,17,0.0,160.085,163.829,160.489,0.829,0.005,10346,0.016,8,0.0,56.823,62.179,57.944,1.461,0.025,3360,0.017,8,0.0,107.288,110.063,108.137,0.751,0.007,7548,0.014,9,0.0,215.449,229.042,223.108,4.602,0.021,11644,0.019,26,0.0,23.301,25.101,24.746,0.367,0.015,566,0.044,,0.0,252.704,262.551,257.325,3.316,0.013,2432,0.106,19,0.0,232.450,243.641,237.831,3.991,0.017,9478,0.025,17
202010230350,202010221950,202010230350,,,0.0,184.415,186.571,184.978,0.526,0.003,9186,0.020,17,0.0,214.162,220.055,216.245,2.045,0.009,11559,0.019,23,0.0,35.439,35.626,35.535,0.047,0.001,1920,0.019,17,0.0,160.033,165.104,160.612,1.089,0.007,10346,0.016,8,0.0,56.731,62.718,58.096,1.612,0.028,3360,0.017,9,0.0,107.248,113.739,108.018,1.443,0.013,7548,0.014,9,0.10,217.236,230.345,223.443,4.624,0.021,11644,0.019,25,0.0,23.049,26.180,24.785,0.531,0.021,566,0.044,,0.0,253.287,261.319,257.480,2.844,0.011,2432,0.106,30,0.0,232.279,243.342,238.567,3.290,0.014,9478,0.025,16
202010230400,202010222000,202010230400,,,0.0,184.506,186.582,185.025,0.505,0.003,9186,0.020,17,0.0,214.212,220.859,217.032,2.501,0.012,11559,0.019,22,0.0,35.428,35.628,35.518,0.051,0.001,1920,0.018,17,0.0,160.065,164.689,160.775,1.088,0.007,10346,0.016,8,0.0,56.791,59.357,57.586,0.595,0.010,3360,0.017,8,0.0,107.304,111.344,108.210,0.991,0.009,7548,0.014,9,0.0,217.609,228.968,224.653,3.735,0.017,11644,0.019,26,0.0,24.279,24.973,24.748,0.163,0.007,566,0.044,,0.0,251.038,3862.522,436.151,786.070,1.802,2432,0.179,22,0.0,231.986,248.728,238.096,5.343,0.022,9478,0.025,17
202010230410,202010222010,202010230410,,,0.0,184.626,187.224,185.194,0.671,0.004,9186,0.020,17,0.0,214.243,220.160,216.584,1.838,0.008,11559,0.019,22,0.0,35.454,35.611,35.517,0.038,0.001,1920,0.018,17,0.0,160.077,168.920,160.718,1.909,0.012,10346,0.016,8,0.0,56.617,67.185,58.382,2.159,0.037,3360,0.017,8,0.0,107.142,109.307,107.785,0.590,0.005,7548,0.014,9,0.10,217.242,230.326,223.310,4.331,0.019,11644,0.019,26,0.0,23.911,25.281,24.870,0.294,0.012,566,0.044,,0.0,253.026,261.216,256.931,2.820,0.011,2432,0.106,20,0.0,232.357,246.181,237.277,4.675,0.020,9478,0.025,16
202010230420,202010222020,202010230420,,,0.0,184.085,186.523,184.966,0.504,0.003,9186,0.020,17,0.0,214.152,219.886,216.331,1.801,0.008,11559,0.019,25,0.0,35.440,35.974,35.577,0.130,0.004,1920,0.019,17,0.0,160.062,162.111,160.321,0.541,0.003,10346,0.015,8,0.0,56.953,61.009,57.935,1.004,0.017,3360,0.017,8,0.0,107.321,113.946,108.399,1.413,0.013,7548,0.014,9,0.15,216.542,227.656,220.672,3.017,0.014,11644,0.019,26,0.0,28.445,29.746,29.167,0.342,0.012,566,0.052,,0.0,249.410,261.664,252.863,2.626,0.010,2432,0.104,20,0.0,228.240,240.207,231.305,3.326,0.014,9478,0.024,16
202010230430,202010222030,202010230430,,,0.0,184.615,188.716,185.153,0.838,0.005,9186,0.020,17,0.0,214.436,219.967,217.074,1.885,0.009,11559,0.019,22,0.0,35.436,35.782,35.550,0.078,0.002,1920,0.019,17,0.0,160.068,162.090,160.377,0.467,0.003,10346,0.016,8,0.0,56.849,59.772,57.540,0.688,0.012,3360,0.017,8,0.0,107.186,109.618,107.839,0.657,0.006,7548,0.014,9,0.0,216.398,228.132,220.639,3.299,0.015,11644,0.019,26,0.0,27.450,31.183,29.343,0.758,0.026,566,0.052,,0.0,249.428,264.036,254.404,4.023,0.016,2432,0.105,18,0.0,228.009,239.744,232.585,3.819,0.016,9478,0.025,16
202010230440,202010222040,202010230440,,,0.0,184.495,185.599,184.985,0.313,0.002,9186,0.020,17,0.0,214.365,220.843,216.501,2.105,0.010,11559,0.019,24,0.0,35.439,35.969,35.556,0.112,0.003,1920,0.019,17,0.0,160.286,162.445,160.730,0.610,0.004,10346,0.016,8,0.0,56.697,63.923,58.040,1.597,0.028,3360,0.017,8,0.0,107.155,116.304,108.319,1.912,0.018,7548,0.014,9,0.0,216.858,227.685,220.027,2.719,0.012,11644,0.019,25,0.0,27.694,29.784,29.044,0.433,0.015,566,0.051,,0.0,249.831,261.684,253.653,3.216,0.013,2432,0.104,18,0.0,227.930,239.880,231.381,2.593,0.011,9478,0.024,16
202010230450,202010222050,202010230450,,,0.0,184.369,186.769,185.227,0.582,0.003,9186,0.020,17,0.0,214.318,225.386,218.764,3.065,0.014,11559,0.019,25,0.0,35.458,35.587,35.521,0.034,0.001,1920,0.019,17,0.0,160.250,162.651,160.679,0.609,0.004,10346,0.016,8,0.0,56.835,61.260,57.710,1.020,0.018,3360,0.017,8,0.0,107.308,112.140,108.746,1.573,0.014,7548,0.014,9,0.0,216.955,228.186,221.035,2.863,0.013,11644,0.019,25,0.0,28.838,29.755,29.276,0.326,0.011,566,0.052,,0.0,248.489,260.522,251.503,2.652,0.011,2432,0.103,20,0.0,226.953,239.403,231.178,3.145,0.014,9478,0.024,17
202010230500,202010222100,202010230500,,,0.0,184.270,190.008,185.137,1.216,0.007,9186,0.020,17,0.0,214.170,220.709,217.302,1.921,0.009,11559,0.019,25,0.0,35.455,35.975,35.553,0.109,0.003,1920,0.019,17,0.0,159.830,161.897,160.373,0.579,0.004,10346,0.016,8,0.0,56.744,62.821,58.634,1.906,0.033,3360,0.017,8,0.0,107.325,110.757,108.182,0.976,0.009,7548,0.014,9,0.5,216.636,227.945,220.784,3.456,0.016,11644,0.019,27,0.0,27.872,30.630,29.441,0.497,0.017,566,0.052,,0.0,248.966,261.081,253.630,3.799,0.015,2432,0.104,19,0.0,231.389,240.764,234.922,3.474,0.015,9478,0.025,16
202010230510,202010222110,202010230510,,,0.0,184.232,189.626,185.343,1.149,0.006,9186,0.020,17,0.0,214.249,220.124,216.235,1.958,0.009,11559,0.019,22,0.0,35.449,35.628,35.528,0.041,0.001,1920,0.019,17,0.0,159.826,168.255,160.520,1.803,0.011,10346,0.016,8,0.0,56.667,62.194,58.267,1.643,0.028,3360,0.017,9,0.0,107.753,111.619,108.751,1.219,0.011,7548,0.014,9,0.0,216.695,222.171,219.381,1.472,0.007,11644,0.019,25,0.0,27.923,29.816,29.211,0.430,0.015,566,0.052,,0.0,250.087,3867.879,436.561,787.206,1.803,2432,0.180,19,0.0,228.957,3816.504,411.786,781.102,1.897,9478,0.043,17
202010230520,202010222120,202010230520,,,0.0,184.609,190.221,185.483,1.220,0.007,9186,0.020,17,0.0,214.186,221.187,216.371,2.570,0.012,11559,0.019,25,0.0,35.449,35.600,35.515,0.040,0.001,1920,0.018,17,0.0,159.774,160.448,159.929,0.136,0.001,10346,0.015,8,0.0,56.516,74.514,59.487,4.073,0.068,3360,0.018,9,0.0,107.270,110.506,107.962,0.802,0.007,7548,0.014,9,0.5,216.526,3806.714,410.168,800.584,1.952,11644,0.035,26,0.0,28.574,29.792,29.284,0.335,0.011,566,0.052,,0.0,250.776,273.555,257.720,5.840,0.023,2432,0.106,18,0.0,227.967,240.252,233.672,3.682,0.016,9478,0.025,16
202010230530,202010222130,202010230530,,,0.0,184.458,186.072,184.906,0.382,0.002,9186,0.020,17,0.0,214.211,220.237,216.784,2.271,0.010,11559,0.019,22,0.0,35.482,35.580,35.532,0.028,0.001,1920,0.019,17,0.0,159.857,164.623,160.280,1.043,0.007,10346,0.015,8,0.0,56.664,66.420,58.758,2.914,0.050,3360,0.017,8,0.0,107.242,108.601,107.798,0.377,0.003,7548,0.014,9,0.5,216.860,238.292,222.326,5.198,0.023,11644,0.019,30,0.0,28.003,29.761,29.268,0.380,0.013,566,0.052,,0.0,250.305,261.900,254.703,3.553,0.014,2432,0.105,23,0.0,228.746,239.452,232.413,2.827,0.012,9478,0.025,17
202010230540,202010222140,202010230540,,,0.0,184.431,185.476,184.950,0.287,0.002,9186,0.020,17,0.0,214.353,226.398,218.074,3.194,0.015,11559,0.019,22,0.0,35.471,35.728,35.524,0.061,0.002,1920,0.019,17,0.0,159.851,163.166,160.176,0.722,0.005,10346,0.015,8,0.0,56.742,61.931,58.040,1.627,0.028,3360,0.017,8,0.0,107.250,108.453,107.754,0.461,0.004,7548,0.014,9,0.5,217.046,240.660,226.094,7.368,0.033,11644,0.019,26,0.0,27.500,29.758,29.306,0.518,0.018,566,0.052,,0.0,249.961,3833.989,439.911,778.701,1.770,2432,0.181,27,0.0,227.618,239.536,231.757,2.871,0.012,9478,0.024,17
202010230550,202010222150,202010230550,,,0.0,184.415,188.251,185.311,0.805,0.004,9186,0.020,17,0.0,214.273,220.043,216.913,1.905,0.009,11559,0.019,22,0.0,35.465,36.405,35.572,0.196,0.006,1920,0.019,17,0.0,159.848,160.037,159.929,0.043,0.000,10346,0.015,9,0.0,56.844,59.600,57.652,0.649,0.011,3360,0.017,9,0.0,107.225,111.777,108.095,1.056,0.010,7548,0.014,9,0.15,216.757,228.370,222.006,4.330,0.020,11644,0.019,27,0.0,28.865,29.769,29.311,0.298,0.010,566,0.052,,0.0,249.760,3832.567,431.697,780.217,1.807,2432,0.178,18,0.0,228.096,239.917,233.090,4.136,0.018,9478,0.025,16
202010230600,202010222200,202010230600,,,0.0,184.437,190.517,185.362,1.231,0.007,9186,0.020,17,0.0,214.293,221.350,217.861,2.156,0.010,11559,0.019,24,0.0,35.440,35.854,35.546,0.099,0.003,1920,0.019,17,0.0,159.849,168.359,160.760,2.087,0.013,10346,0.016,8,0.0,56.774,62.970,58.283,1.668,0.029,3360,0.017,8,0.0,107.292,114.982,108.226,1.654,0.015,7548,0.014,9,0.0,217.214,231.108,222.635,4.004,0.018,11644,0.019,27,0.0,28.873,31.193,29.413,0.501,0.017,566,0.052,,0.0,250.622,274.286,257.433,5.731,0.022,2432,0.106,18,0.0,227.001,3818.940,411.962,781.626,1.897,9478,0.043,16
202010230610,202010222210,202010230610,,,0.0,184.374,189.854,185.449,1.316,0.007,9186,0.020,17,0.0,214.371,220.336,217.631,1.935,0.009,11559,0.019,22,0.0,35.505,35.698,35.555,0.054,0.002,1920,0.019,17,0.0,159.786,160.561,159.978,0.201,0.001,10346,0.015,8,0.0,56.732,63.843,58.417,1.642,0.028,3360,0.017,8,0.0,107.156,119.729,108.761,2.625,0.024,7548,0.014,10,0.5,216.441,230.058,221.829,3.950,0.018,11644,0.019,25,0.0,28.720,30.048,29.496,0.366,0.012,566,0.052,,0.0,251.019,269.535,257.551,4.938,0.019,2432,0.106,19,0.0,229.427,240.388,233.717,3.567,0.015,9478,0.025,17
202010230620,202010222220,202010230620,,,0.0,184.280,187.837,185.260,0.795,0.004,9186,0.020,17,0.0,214.386,221.558,217.929,2.135,0.010,11559,0.019,22,0.0,35.473,37.437,35.817,0.519,0.014,1920,0.019,17,0.0,160.302,163.343,160.683,0.728,0.005,10346,0.016,8,0.0,56.740,68.698,58.670,2.747,0.047,3360,0.017,8,0.0,107.266,111.966,108.363,1.285,0.012,7548,0.014,10,0.5,217.281,249.948,227.851,9.026,0.040,11644,0.020,25,0.0,27.453,30.261,29.387,0.568,0.019,566,0.052,,0.0,250.894,274.592,257.822,5.759,0.022,2432,0.106,19,0.0,228.949,3819.503,412.508,781.625,1.895,9478,0.044,16
202010230630,202010222230,202010230630,,,0.0,184.402,186.432,184.897,0.529,0.003,9186,0.020,17,0.5,214.250,220.037,217.212,1.940,0.009,11559,0.019,24,0.0,35.442,35.917,35.583,0.105,0.003,1920,0.019,17,0.0,160.298,162.018,160.477,0.372,0.002,10346,0.016,9,0.0,56.662,59.843,57.730,0.795,0.014,3360,0.017,8,0.0,107.462,112.901,108.413,1.421,0.013,7548,0.014,9,0.10,217.340,234.147,224.202,4.455,0.020,11644,0.019,26,0.0,28.957,30.070,29.506,0.306,0.010,566,0.052,,0.0,250.476,276.523,257.697,6.943,0.027,2432,0.106,19,0.0,228.479,239.482,232.602,3.805,0.016,9478,0.025,17
202010230640,202010222240,202010230640,,,0.0,184.457,189.797,185.454,1.172,0.006,9186,0.020,17,0.0,214.276,223.114,218.078,2.314,0.011,11559,0.019,22,0.0,35.420,38.718,35.928,0.873,0.024,1920,0.019,17,0.0,160.260,167.947,160.950,1.660,0.010,10346,0.016,8,0.0,56.898,64.187,58.212,1.760,0.030,3360,0.017,8,0.0,107.151,112.757,108.796,1.663,0.015,7548,0.014,9,0.5,216.531,239.899,224.864,6.608,0.029,11644,0.019,25,0.0,28.348,29.719,29.139,0.306,0.011,566,0.051,,0.0,251.162,279.088,262.352,7.896,0.030,2432,0.108,18,0.20,230.346,310.997,261.588,36.967,0.141,9478,0.028,17
202010230650,202010222250,202010230650,,,0.0,184.334,185.462,184.748,0.350,0.002,9186,0.020,17,0.0,214.426,221.127,218.662,1.698,0.008,11559,0.019,24,0.0,35.547,66.989,43.293,9.674,0.223,1920,0.023,17,0.0,160.029,161.470,160.355,0.429,0.003,10346,0.015,8,0.0,56.754,62.499,58.080,1.315,0.023,3360,0.017,8,0.0,107.364,112.345,108.420,1.328,0.012,7548,0.014,9,0.5,219.325,238.837,227.253,5.831,0.026,11644,0.020,26,0.0,28.633,3610.752,208.397,780.553,3.746,566,0.368,,0.0,251.383,3860.429,445.324,783.531,1.759,2432,0.183,19,0.0,227.315,239.512,232.844,3.714,0.016,9478,0.025,17
